sep=;
19;3896778;22544307;SWITCH, BOGIE CONTROL;364 ;6*2,RAA21P,DTECH-EL,SUSPL-EC;00001;&nbsp;
19;3914478;22997159;PLUG BLANK, SWITCH;364 ;UEBRAKE,DTECH-CO,UTECON;00001;&nbsp;
19;3914477;22997159;PLUG BLANK, SWITCH;364 ;EBR-CEBV,DTECH-CO,UTECON;00001;&nbsp;
19;3914476;22997159;PLUG BLANK, SWITCH;364 ;EBR-CBJ6,DTECH-CO,UTECON;00001;&nbsp;
19;3914475;22997159;PLUG BLANK, SWITCH;364 ;EBR-VEB7,DTECH-CO,UTECON;00001;&nbsp;
19;3914474;22997159;PLUG BLANK, SWITCH;364 ;EBR-VEB+,DTECH-CO,UTECON;00001;&nbsp;
19;3914473;22997159;PLUG BLANK, SWITCH;364 ;UEBRAKE,DTECH-CO,TECON-SK;00001;&nbsp;
19;3914472;22997159;PLUG BLANK, SWITCH;364 ;EBR-CEBV,DTECH-CO,TECON-SK;00001;&nbsp;
19;3914471;22997159;PLUG BLANK, SWITCH;364 ;EBR-CBJ6,DTECH-CO,TECON-SK;00001;&nbsp;
19;3914470;22997159;PLUG BLANK, SWITCH;364 ;EBR-VEB7,DTECH-CO,TECON-SK;00001;&nbsp;
19;3662229;22932653;SWITCH, ECO-ROLL, DISABLE;364 ;INT-GEN2,TECON-BA;00001;DASH SWITCH POSITION ï¿½19
20;3402184;22392550;SWITCH, ENGINE BRAKE, CUMMINS;364 ;INT-GEN2,EBR-CBJ3;00001;&nbsp;
20;3724787;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB+,5WR-RHST;00001;&nbsp;
20;3724788;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB7,5WR-RHST;00001;&nbsp;
20;3724790;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CBJ6,5WR-RHST;00001;&nbsp;
20;3724791;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CEBV,5WR-RHST;00001;&nbsp;
20;3724792;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UEBRAKE,5WR-RHST;00001;&nbsp;
20;3724793;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB+,5WR-LHST;00001;&nbsp;
20;3724794;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB7,5WR-LHST;00001;&nbsp;
20;3724796;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CBJ6,5WR-LHST;00001;&nbsp;
20;3724797;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CEBV,5WR-LHST;00001;&nbsp;
20;3724798;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UEBRAKE,5WR-LHST;00001;&nbsp;
20;3724799;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB+,U5WR;00001;&nbsp;
20;3724800;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-VEB7,U5WR;00001;&nbsp;
20;3724802;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CBJ6,U5WR;00001;&nbsp;
20;3724803;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,EBR-CEBV,U5WR;00001;&nbsp;
20;3724804;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UEBRAKE,U5WR;00001;&nbsp;
20;3847852;23536495;SWITCH, 5TH WHEEL UNLOCK;364 ;5WR-LHA;00001;&nbsp;
21;3695496;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UAUXL,ADASWP10;00001;&nbsp;
21;3527247;22392974;SWITCH, PLOW LIGHT;364 ;INT-GEN2,AUXL-SPK;00001;SNOW PLOW LT SW
22;3695497;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UWARNLIG,ADASWP10;00001;&nbsp;
22;3451935;22558336;SWITCH, BEACON LIGHT;364 ;INT-GEN2,WARNLIG2;00001;BEACON LAMP - VHD
23;3447709;22542599;SWITCH, AXLE LIFTING, TAG AXLE;364 ;INT-GEN2,RAA32T;00001;&nbsp;
23;3447710;22542600;SWITCH, PUSHER AXLE LIFT;364 ;INT-GEN2,RAA32P;00001;&nbsp;
23;3881532;22997159;PLUG BLANK, SWITCH;364 ;RAA21P,ADASWP10;00001;&nbsp;
23;3881531;22997159;PLUG BLANK, SWITCH;364 ;RAA21P,ADASWP6;00001;&nbsp;
23;3881530;22997159;PLUG BLANK, SWITCH;364 ;RAA21P,ADASWP2;00001;&nbsp;
23;3695528;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA22,ADASWP10;00001;&nbsp;
23;3695527;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA21T,ADASWP10;00001;&nbsp;
23;3695517;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA33,ADASWP2;00001;&nbsp;
23;3695518;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA11,ADASWP2;00001;&nbsp;
23;3695519;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA21T,ADASWP2;00001;&nbsp;
23;3695520;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA22,ADASWP2;00001;&nbsp;
23;3695521;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA33,ADASWP6;00001;&nbsp;
23;3695522;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA11,ADASWP6;00001;&nbsp;
23;3695523;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA21T,ADASWP6;00001;&nbsp;
23;3695524;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA22,ADASWP6;00001;&nbsp;
23;3695525;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA33,ADASWP10;00001;&nbsp;
23;3695526;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,RAA11,ADASWP10;00001;&nbsp;
24;3914938;24167359;SWITCH, POWER TAKE-OFF, GEARBOX 1;364 ;ADASWP6,PTOTRA-S;00001;&nbsp;
24;3726050;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,ADASWP10,UPTOTRA;00001;&nbsp;
24;3726049;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,ADASWP6,UPTOTRA;00001;&nbsp;
24;3914942;24167359;SWITCH, POWER TAKE-OFF, GEARBOX 1;364 ;ADASWP6,PTOTRA-D;00001;&nbsp;
24;3914939;24167359;SWITCH, POWER TAKE-OFF, GEARBOX 1;364 ;ADASWP10,PTOTRA-S;00001;&nbsp;
24;3914943;24167359;SWITCH, POWER TAKE-OFF, GEARBOX 1;364 ;ADASWP10,PTOTRA-D;00001;&nbsp;
25;3914983;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D1,ADASWP10;00001;&nbsp;
25;3914986;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D2,ADASWP6;00001;&nbsp;
25;3914987;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D2,ADASWP10;00001;&nbsp;
25;3915070;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D3,ADASWP6;00001;&nbsp;
25;3915071;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D4,ADASWP6;00001;&nbsp;
25;3915072;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D3,ADASWP10;00001;&nbsp;
25;3915073;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D4,ADASWP10;00001;&nbsp;
25;3746923;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-FL,ADASWP6;00001;&nbsp;
25;3746924;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-DM,ADASWP6;00001;&nbsp;
25;3746925;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-PK,ADASWP6;00001;&nbsp;
25;3746926;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTRD-F,ADASWP6;00001;&nbsp;
25;3746927;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTRD-D,ADASWP6;00001;&nbsp;
25;3746928;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UPTOTR,ADASWP6;00001;&nbsp;
25;3746929;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-FL,ADASWP10;00001;&nbsp;
25;3746930;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-DM,ADASWP10;00001;&nbsp;
25;3746931;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTR-PK,ADASWP10;00001;&nbsp;
25;3746932;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTRD-F,ADASWP10;00001;&nbsp;
25;3746933;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,PTRD-D,ADASWP10;00001;&nbsp;
25;3746934;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UPTOTR,ADASWP10;00001;&nbsp;
25;3914982;24167360;SWITCH, POWER TAKE-OFF, GEARBOX 2;364 ;PTRD-D1,ADASWP6;00001;&nbsp;
26;3695498;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,AIRIN-HO,ADASWP10;00001;&nbsp;
26;3451932;22558331;SWITCH, INSIDE/OUTSIDE AIR INTAKE;364 ;INT-GEN2,AIRIN-HC;00001;&nbsp;
27;3914989;24167361;SWITCH, PTO, ENGINE FRONT;364 ;PTOENG-F;00001;&nbsp;
27;3695499;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UPTOENGF,ADASWP10;00001;&nbsp;
28;3914929;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE13,HPE-F81,ADASWP10;00001;&nbsp;
28;3914928;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE13,HPE-F81,ADASWP6;00001;&nbsp;
28;3695506;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP10;00001;&nbsp;
28;3914936;24167358;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE13,HPE-T42;00001;&nbsp;
28;3695503;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP6;00001;&nbsp;
28;3907538;22997159;PLUG BLANK, SWITCH;364 ;UHPE,ADASWP2;00001;&nbsp;
28;3907539;22997159;PLUG BLANK, SWITCH;364 ;UHPE,ADASWP6;00001;&nbsp;
28;3907540;22997159;PLUG BLANK, SWITCH;364 ;UHPE,ADASWP10;00001;&nbsp;
28;3914925;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE13,HPE-F61,ADASWP6;00001;&nbsp;
28;3914931;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE11,HPE-F61,ADASWP6;00001;&nbsp;
28;3914932;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE11,HPE-F61,ADASWP10;00001;&nbsp;
28;3914926;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE13,HPE-F61,ADASWP10;00001;&nbsp;
28;3914935;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE11,HPE-F81,ADASWP10;00001;&nbsp;
28;3914934;24167356;SWITCH, PTO, ENGINE SIDE;364 ;ENG-VE11,HPE-F81,ADASWP6;00001;&nbsp;
29;3695512;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP10;00001;&nbsp;
29;3695511;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F81,ADASWP10;00001;&nbsp;
29;3695510;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F61,ADASWP10;00001;&nbsp;
29;3695509;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP6;00001;&nbsp;
29;3695508;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F81,ADASWP6;00001;&nbsp;
29;3695507;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F61,ADASWP6;00001;&nbsp;
29;3447700;22542584;SWITCH, PTO, ENGINE SIDE A;364 ;INT-GEN2,ENG-VE13,HPE-T42;00001;&nbsp;
30;3695515;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F61,ADASWP10;00001;&nbsp;
30;3695514;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F81,ADASWP6;00001;&nbsp;
30;3695513;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F61,ADASWP6;00001;&nbsp;
30;3695516;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,HPE-F81,ADASWP10;00001;&nbsp;
30;3447701;22542585;SWITCH, PTO. ENGINE SIDE B;364 ;INT-GEN2,ENG-VE13,HPE-T42;00001;&nbsp;
30;3726071;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP6;00001;&nbsp;
30;3726072;22997159;PLUG BLANK, SWITCH;364 ;INT-GEN2,UHPE,ADASWP10;00001;&nbsp;
32;3671255;22977101;LIGHT SWITCH, OFF, PARK, DRIVE, DRIVE+;364 ;INT-GEN2,UFOGLAMP,DRIVL2,URSENSW;00001;&nbsp;
32;3671254;22977101;LIGHT SWITCH, OFF, PARK, DRIVE, DRIVE+;364 ;INT-GEN2,FOGL-WB,URSENSW;00001;&nbsp;
32;3671253;22977100;LIGHT SWITCH, OFF, PARK, DRIVE, AUTO;364 ;UFOGLAMP,UDRIVL,RSENS-W;00001;&nbsp;
32;3671252;22977099;LIGHT SWITCH, OFF, PARK, DR, DR+, AUTO;364 ;UFOGLAMP,DRIVL2,RSENS-W;00001;&nbsp;
32;3671251;22977099;LIGHT SWITCH, OFF, PARK, DR, DR+, AUTO;364 ;FOGL-WB,RSENS-W;00001;&nbsp;
32;3671256;22977102;LIGHT SWITCH, OFF, PARK, DRIVE;364 ;INT-GEN2,UFOGLAMP,UDRIVL,URSENSW;00001;&nbsp;
33;3804503;23352830;INSTRUMENT CLUSTER, SIC,SECONDARY INST.CLUSTR;3811;2GAUP-AX;00001;&nbsp;
33;3804504;23352830;INSTRUMENT CLUSTER, SIC,SECONDARY INST.CLUSTR;3811;2GAP-ETA;00001;&nbsp;
34;3804505;23352841;INSTRUMENT CLUSTER, SIC,SECONDARY INST.CLUSTR;3811;2GAUP-ET;00001;&nbsp;
34;3804506;23352841;INSTRUMENT CLUSTER, SIC,SECONDARY INST.CLUSTR;3811;2GAP-ETA;00001;&nbsp;
35;3897275;22997159;PLUG BLANK, SWITCH;364 ;ULSSDE,UDATAC,RSH-RAST;00001;&nbsp;
35;3904301;23927499;SWITCH, DATA CAPTURE;364 ;ULSSDE,DATAC;00001;&nbsp;
35;3897274;22997159;PLUG BLANK, SWITCH;364 ;FLD-GAS,ULSSDE,UDATAC,RSH-STO2;00001;&nbsp;
35;3897273;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AF5,UFLD,ULSSDE,UDATAC,RSH-STO2,UAIP;00001;&nbsp;
35;3897272;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AC5,UFLD,ULSSDE,UDATAC,RSH-STO2,UAIP;00001;&nbsp;
35;3897271;22997159;PLUG BLANK, SWITCH;364 ;UCAVS,LOWB-D7S,UFLD,ULSSDE,UDATAC,RSH-STO2,UAIP;00001;&nbsp;
35;3897270;22997159;PLUG BLANK, SWITCH;364 ;CAVS-ACS,LOWB-D7S,UFLD,ULSSDE,UDATAC,RSH-STO2,UAIP;00001;&nbsp;
35;3862472;22558326;SWITCH, LDWS DISABLE;364 ;LSSDE;00001;&nbsp;
36;3877891;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AC5,UFLD,RSH-STO2,UAIP;00001;&nbsp;
36;3877894;22997159;PLUG BLANK, SWITCH;364 ;UCAVS,LOWB-D7S,UFLD,ULSSDE,RSH-STO2,UAIP;00001;&nbsp;
36;3875851;22997159;PLUG BLANK, SWITCH;364 ;FLD-GAS,RSH-STO2;00001;&nbsp;
36;3877893;22997159;PLUG BLANK, SWITCH;364 ;CAVS-ACS,LOWB-D7S,UFLD,ULSSDE,RSH-STO2,UAIP;00001;&nbsp;
36;3877892;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AF5,UFLD,RSH-STO2,UAIP;00001;&nbsp;
36;3879281;22997159;PLUG BLANK, SWITCH;364 ;RSH-RAST;00001;&nbsp;
36;3877896;22997159;PLUG BLANK, SWITCH;364 ;UCAVS,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
36;3877895;22997159;PLUG BLANK, SWITCH;364 ;CAVS-ACS,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
37;3879300;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AF5,LOWB-DAY,UFLD,RSH-STO2,UAIP;00001;&nbsp;
37;3879298;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AF5,LOWB-STD,UFLD,RSH-STO2,UAIP;00001;&nbsp;
37;3879297;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AC5,LOWB-STD,UFLD,RSH-STO2,UAIP;00001;&nbsp;
37;3879296;22997159;PLUG BLANK, SWITCH;364 ;UCAVS,LOWB-DAY,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
37;3879295;22997159;PLUG BLANK, SWITCH;364 ;CAVS-ACS,LOWB-DAY,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
37;3879294;22997159;PLUG BLANK, SWITCH;364 ;UCAVS,LOWB-STD,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
37;3879293;22997159;PLUG BLANK, SWITCH;364 ;CAVS-ACS,LOWB-STD,UFLD,LSSDE,RSH-STO2,UAIP;00001;&nbsp;
37;3879284;22997159;PLUG BLANK, SWITCH;364 ;LOWB-DAY,RSH-RAST;00001;&nbsp;
37;3879283;22997159;PLUG BLANK, SWITCH;364 ;LOWB-STD,RSH-RAST;00001;&nbsp;
37;3879299;22997159;PLUG BLANK, SWITCH;364 ;CAVS-AC5,LOWB-DAY,UFLD,RSH-STO2,UAIP;00001;&nbsp;
37;3832704;22829454;SWITCH, DRL OVERRIDE;364 ;LOWB-D7S;00001;&nbsp;
37;3875917;22997159;PLUG BLANK, SWITCH;364 ;LOWB-STD,FLD-GAS,RSH-STO2;00001;&nbsp;
37;3875918;22997159;PLUG BLANK, SWITCH;364 ;LOWB-DAY,FLD-GAS,RSH-STO2;00001;&nbsp;
38;3895324;82303552;COVER, SWITCH;3942;CAVS-ACS,UCOMDET,UFLD,RSH-STO2,UAIP,LSS-DW2C;00001;&nbsp;
38;3894872;82303552;COVER, SWITCH;3942;RSH-RAST,UAIP;00001;&nbsp;
38;3895325;82303552;COVER, SWITCH;3942;UCAVS,UCOMDET,UFLD,RSH-STO2,UAIP,LSS-DW2C;00001;&nbsp;
38;3553114;21371086;MICROPHONE, VTC BT HANDSFREE;3942;INT-GEN2,AIP-BT;00001;&nbsp;
38;3894884;82303552;COVER, SWITCH;3942;CAVS-AC5,UCOMDET,UFLD,RSH-STO2,UAIP;00001;&nbsp;
38;3894890;82303552;COVER, SWITCH;3942;UCAVS,FLD-GAS,RSH-STO2,UAIP,ULSS;00001;&nbsp;
38;3894889;82303552;COVER, SWITCH;3942;CAVS-AF5,FLD-GAS,RSH-STO2,UAIP,ULSS;00001;&nbsp;
38;3894885;82303552;COVER, SWITCH;3942;CAVS-AF5,UCOMDET,UFLD,RSH-STO2,UAIP;00001;&nbsp;
39;2869589;21780553;SWITCH, IGNITION;372 ;12V;00001;torque to 15Nm. and use fixture to hold switch body with INT-GEN2
~